SEXO,IDADE,FX_ID,RACA,ESCOLARI,P1,P2,P3,P4,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P5H,P5I,P6_1,P6_2,P6_3,P6_4,P6_5,P6_6,P6_7,P6_8,P6_9,P6_10,P7_1,P7_2,P7_3,P7_4,P7_5,P7_6,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P8_8,P8_9,P8_10,P8_11,P8_12,P8_13,P9_1,P9_2,P9_3,P10,P11,P12,P13_1,P13_2,P13_3,P13_4,P13_5,P13_6,P13_7,P13_8,P14_1,P14_2,P14_3,P14_4,P14_5,P14_6,P14_7,P15A,P15B,P15C,P15D,P15E,P15F,P15G,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P17_1,P17_2,P17_3,P17_4,P17_5,P18_1,P18_2,P18_3,P18_4,P18_5,P18_6,P19A,P19B,P19C,P19D,P19E,P20_1,P20_2,P20_3,P20_4,P20_5,P20_6,P20_7,P20_8,P20_9,P21A,P21B,P21C,P21D,P21E,P21F,P22_1,P22_2,P22_3,P23,P24A,P24B,P24C,P24D,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P_PCD_1,P_PCD_2,P_PCD_3,P_ORIENT,P_POLITI,RELIGIAO,REND1,REND2,UF,MUNI,REGIAO,COND,PORTE,ID_IPEC,DATA_ENT
2,25,2,3,14,1,2,2,1,1,5,5,1,5,5,5,5,5,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,1,3,8,1,4,2,1,,,,,,,,1,,,,,,,3,,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,5,5,5,6,,,,,,,,,1,1,1,1,1,1,97,,,1,1,2,1,1,2,3,,,,,,,4,,,1,3,20,5,5,51,5100201,5,3,4,183042597,13900982400
2,23,1,2,10,1,2,2,1,1,5,5,1,5,5,5,4,5,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,1,3,8,1,4,2,1,,,,,,,,1,2,3,,,,,3,2,2,,,,,1,,,,,,,1,,,,,1,,,,,,1,1,1,5,5,1,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,98,2,3,,,,,,,4,,,6,1,19,6,5,51,5100201,5,3,4,183042598,13900982400
1,49,4,1,16,2,2,2,3,1,5,4,1,99,99,1,1,2,,,,,,,,,,,1,2,4,5,,,1,2,3,4,5,6,7,8,9,11,12,13,,1,3,4,1,4,1,1,3,4,7,,,,,2,6,7,,,,,,2,,,,2,2,1,6,7,,,,,1,2,,,,7,8,10,,,,1,1,2,4,2,1,2,3,4,5,6,7,8,9,1,1,1,1,1,1,97,,,1,1,2,1,2,1,1,2,4,5,7,,,3,,,1,1,16,4,4,33,3304557,3,1,7,183042599,13900982400
1,66,5,1,15,1,2,2,3,1,5,4,1,99,99,1,5,5,,,,,,,,,,,1,2,3,4,5,6,1,2,3,4,5,8,,,,,,,,1,8,2,4,4,2,1,3,4,,,,,,3,,,,,,,,,99,,,,,5,6,,,,,,1,2,,,,10,,,,,,1,1,1,5,2,99,,,,,,,,,1,2,1,1,2,98,97,,,1,2,2,98,98,1,99,,,,,,,4,,,1,4,1,6,6,33,3304557,3,1,7,183042600,13900982400
2,64,5,1,16,4,3,3,3,2,5,4,1,99,99,1,2,4,,,,,,,,,,,1,2,4,,,,1,2,3,5,6,8,11,12,13,,,,,1,8,3,1,4,2,1,2,4,6,,,,,2,3,4,,,,,,2,1,2,,,,1,2,3,4,5,6,7,1,2,4,5,,2,10,,,,,1,2,1,5,1,1,3,4,6,,,,,,2,1,1,2,2,2,97,,,1,1,2,98,98,2,1,3,4,5,6,7,,4,,,1,3,1,4,2,33,3304557,3,1,7,183042601,13900982400
2,31,2,1,15,2,2,2,1,1,5,2,1,1,5,5,1,1,,,,,,,,,,,3,4,5,,,,4,5,6,,,,,,,,,,,1,3,4,1,4,2,2,4,7,,,,,,1,2,3,4,,,,2,1,1,1,,,,1,2,5,6,7,,,97,,,,,,,,,,,1,1,1,4,1,1,2,3,4,5,6,7,8,9,1,1,1,1,1,1,97,,,1,2,1,1,2,1,3,4,5,7,,,,3,,,1,1,19,3,2,35,3549904,3,3,7,183042681,13900982400
2,54,4,3,9,4,2,2,1,1,4,5,5,99,99,5,5,5,,,,,,,,,,,1,,,,,,1,2,3,,,,,,,,,,,1,4,8,1,1,2,1,3,,,,,,,8,,,,,,,,,,,,,,1,3,,,,,,97,,,,,,,,,,,1,1,1,4,1,1,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,98,1,2,6,,,,,,,4,,,1,1,16,6,6,52,5208004,5,3,5,183042881,13900982400
2,66,5,1,1,4,2,2,1,2,5,5,2,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,2,3,4,5,7,8,13,,,,,,1,3,8,1,4,1,1,4,,,,,,,8,,,,,,,,,,,,,,1,,,,,,,1,2,,,,10,,,,,,1,1,1,4,2,97,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,98,2,2,7,,,,,,,2,,,1,1,1,98,4,43,4318002,4,3,5,183042916,13900982400
1,28,2,1,11,2,2,2,3,2,1,5,4,99,4,1,1,4,3,,,,,,,,,,1,5,6,,,,1,2,4,,,,,,,,,,,1,8,4,1,4,2,3,4,5,,,,,,3,7,,,,,,,,2,,,,2,1,3,7,,,,,2,5,,,,1,10,,,,,2,4,2,4,2,5,6,8,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,1,1,2,3,,,,,2,,,1,1,1,98,6,22,2208205,2,3,3,183042957,13900982400
1,25,2,3,7,6,1,1,3,1,5,5,4,5,5,5,2,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,8,3,1,4,2,7,,,,,,,,2,,,,,,,,2,,,,,,6,,,,,,,2,,,,,5,,,,,,1,1,1,1,1,99,,,,,,,,,98,1,1,1,1,2,97,,,1,2,1,2,2,2,99,,,,,,,1,,,99,2,1,98,5,22,2208205,2,3,3,183042958,13900982400
2,22,1,3,14,1,2,2,2,1,5,5,1,2,1,1,1,5,,,,,,,,,,,1,2,3,4,5,6,2,4,12,,,,,,,,,,,1,8,3,1,4,2,1,4,,,,,,,2,3,,,,,,,2,2,,,,,1,5,6,7,,,,2,,,,,10,,,,,,1,1,1,5,1,8,,,,,,,,,1,1,1,1,2,2,97,,,1,2,2,2,2,1,2,7,,,,,,2,,,1,1,1,6,5,22,2208205,2,3,3,183042959,13900982400
1,35,3,2,7,97,2,2,1,2,2,4,2,5,99,1,5,4,3,,,,,,,,,,5,,,,,,13,,,,,,,,,,,,,3,1,8,1,4,2,4,7,,,,,,,2,,,,,,,,2,,,,,,1,3,,,,,,1,,,,,1,,,,,,1,1,1,5,1,97,,,,,,,,,2,2,1,1,2,2,97,,,1,2,2,1,1,2,2,,,,,,,4,,,1,4,1,6,6,22,2208205,2,3,3,183042960,13900982400
2,40,3,3,1,1,1,2,1,1,4,5,1,4,4,5,4,5,,,,,,,,,,,99,,,,,,3,,,,,,,,,,,,,1,2,8,1,4,2,7,,,,,,,,8,,,,,,,,,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,1,1,99,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,1,2,2,3,7,,,,,,4,,,99,3,1,6,6,22,2208205,2,3,3,183042961,13900982400
1,22,1,3,7,3,2,2,2,1,99,5,4,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,4,6,,,,,,,,,,,1,8,9,1,4,2,4,,,,,,,,1,3,,,,,,1,,2,,,,,5,6,7,,,,,97,,,,,,,,,,,1,1,1,1,1,99,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,1,2,3,,,,,4,,,1,4,20,98,6,22,2208205,2,3,3,183042962,13900982400
1,60,5,3,1,1,2,2,2,1,1,1,1,5,4,1,1,99,6,,,,,,,,,,5,,,,,,4,,,,,,,,,,,,,1,2,3,1,4,1,6,,,,,,,,8,,,,,,,,,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,2,1,1,1,1,1,97,,,1,1,1,1,1,2,1,,,,,,,4,,,99,3,11,6,6,22,2208205,2,3,3,183042963,13900982400
2,46,4,3,6,3,1,2,1,1,5,2,1,4,5,2,4,5,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,,,1,2,97,1,4,1,1,,,,,,,,8,,,,,,,,,,,,,,4,,,,,,,1,,,,,4,7,,,,,5,1,1,4,4,1,7,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,1,6,,,,,,4,,,6,4,1,6,5,22,2208205,2,3,3,183042964,13900982400
2,31,2,3,11,2,2,2,1,1,5,2,1,5,4,4,1,4,,,,,,,,,,,1,3,6,,,,1,2,5,,,,,,,,,,,1,8,3,1,4,2,1,7,,,,,,,2,3,,,,,,,2,1,,,,,1,6,7,,,,,2,5,,,,2,4,,,,,1,1,1,5,1,1,8,,,,,,,,2,2,1,1,2,2,97,,,1,2,2,2,2,1,1,7,,,,,,2,,,1,1,1,98,6,22,2208205,2,3,3,183042965,13900982400
2,45,4,3,7,2,2,2,1,2,4,5,2,4,4,4,4,4,,,,,,,,,,,1,,,,,,13,,,,,,,,,,,,,1,97,,2,4,2,1,4,,,,,,,8,,,,,,,,,,,,,,1,5,6,,,,,97,,,,,,,,,,,1,2,1,4,1,1,2,3,4,5,6,7,8,9,98,1,1,1,1,2,97,,,1,1,1,1,1,2,3,7,,,,,,4,,,1,4,1,98,6,22,2208205,2,3,3,183042966,13900982400
1,62,5,2,16,2,2,1,1,1,2,4,1,5,5,2,4,4,2,5,,,,,,,,,1,3,5,,,,4,9,11,13,,,,,,,,,,1,8,3,1,4,1,4,7,8,,,,,,2,,,,,,,,1,,,,,,2,,,,,,,2,,,,,97,,,,,,2,2,2,2,2,8,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,1,1,3,5,,,,,4,,,3,1,20,4,4,33,3304557,3,1,7,183043101,13900982400
1,20,1,1,14,1,2,2,2,5,5,5,5,5,5,5,5,5,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,1,3,99,1,1,2,1,,,,,,,,1,2,3,,,,,1,1,1,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,4,1,99,,,,,,,,,1,1,1,1,1,1,97,,,1,1,2,1,1,2,99,,,,,,,4,,,1,2,1,5,5,41,4110102,4,3,4,183043110,13900982400
2,30,2,1,16,2,2,2,2,2,5,5,1,5,5,5,5,5,,,,,,,,,,,1,2,3,4,5,,1,2,3,4,5,6,,,,,,,,1,9,8,1,4,2,1,2,3,4,5,6,,,2,3,7,,,,,,2,2,,,,2,1,2,3,4,5,6,7,97,,,,,,,,,,,1,2,1,4,1,99,,,,,,,,,2,2,1,1,2,2,97,,,1,1,1,1,1,1,1,3,4,6,7,,,4,,,1,3,1,4,3,41,4107900,4,3,2,183043120,13900982400
1,34,2,1,15,1,1,1,3,5,5,5,1,99,5,4,5,5,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,,,1,2,3,2,4,2,4,7,,,,,,,1,2,3,4,5,7,,1,1,1,1,1,,3,3,,,,,,,97,,,,,,,,,,,4,2,4,2,4,1,2,3,4,5,6,7,8,9,2,2,2,1,2,2,97,,,1,2,1,2,2,1,2,,,,,,,4,,,1,3,3,98,5,33,3304557,3,1,7,183043280,13900982400
1,23,1,3,9,3,2,2,1,2,1,5,1,5,2,1,2,1,2,3,4,,,,,,,,6,,,,,,1,2,3,4,,,,,,,,,,1,8,6,2,4,2,2,3,,,,,,,1,2,3,4,,,,3,1,1,1,,,,1,2,3,4,5,6,7,1,2,,,,2,,,,,,2,5,2,5,4,8,,,,,,,,,2,2,2,2,2,2,97,,,1,2,2,2,2,2,7,,,,,,,2,,,1,2,12,5,3,27,2700300,2,3,6,183043305,13900982400
2,68,5,3,16,99,3,1,1,2,5,99,5,5,5,1,5,5,,,,,,,,,,,1,2,3,4,5,6,1,6,,,,,,,,,,,,1,2,3,5,4,2,1,,,,,,,,1,2,3,4,,,,1,1,1,1,,,,1,2,3,4,5,6,7,97,,,,,,,,,,,1,1,5,5,1,99,,,,,,,,,1,1,1,1,2,98,97,,,1,1,2,2,2,2,1,2,3,4,5,6,7,3,,,1,3,2,6,6,11,1100130,1,3,4,183043325,13900982400
2,66,5,3,10,2,3,2,1,4,5,5,2,5,5,5,4,5,,,,,,,,,,,1,,,,,,1,2,4,,,,,,,,,,,1,97,,5,4,2,1,2,7,,,,,,2,,,,,,,,3,,,,,,1,2,3,,,,,97,,,,,,,,,,,2,2,2,4,4,97,,,,,,,,,1,1,1,1,1,2,97,,,1,2,2,2,2,2,1,3,4,,,,,4,,,1,4,1,6,5,26,2605301,2,3,4,183043499,13900982400
2,61,5,1,13,1,2,2,1,1,4,4,1,1,4,1,4,4,,,,,,,,,,,4,,,,,,1,2,4,5,,,,,,,,,,1,4,97,5,3,2,97,,,,,,,,1,3,4,,,,,2,,2,2,,,,1,,,,,,,1,,,,,8,,,,,,3,1,3,1,1,1,,,,,,,,,98,1,98,1,1,98,97,,,1,2,1,2,1,2,2,,,,,,,4,,,1,4,6,5,4,41,4107900,4,3,2,183043583,13900982400
2,47,4,3,16,1,1,1,1,1,1,5,1,5,5,2,1,5,5,,,,,,,,,,1,,,,,,1,2,3,4,5,8,11,12,13,,,,,1,2,97,1,99,2,1,,,,,,,,1,2,3,4,7,,,2,3,3,3,,,3,1,2,3,4,5,6,7,2,,,,,9,,,,,,1,1,1,4,2,99,,,,,,,,,98,98,98,98,98,98,97,,,1,2,2,2,2,1,1,2,3,4,5,6,7,3,,,1,4,16,4,4,33,3303807,3,3,4,183043596,13900982400
2,21,1,4,14,1,2,4,1,1,2,2,1,5,5,1,2,4,3,,,,,,,,,,4,,,,,,1,5,7,,,,,,,,,,,1,8,3,4,2,1,2,5,,,,,,,1,2,3,4,5,6,7,1,1,1,1,1,1,1,1,2,3,4,5,6,7,1,2,4,5,,8,,,,,,1,1,1,1,1,97,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,2,1,1,3,7,,,,,,4,,,1,2,2,5,4,33,3303807,3,3,4,183043597,13900982400
1,27,2,1,15,2,1,1,3,2,5,4,1,5,5,2,1,5,,,,,,,,,,,1,2,3,4,,,1,2,3,4,5,6,7,8,9,10,12,13,,3,1,4,1,4,2,1,2,7,8,,,,,1,2,3,4,,,,2,2,2,2,,,,1,2,3,4,5,6,7,97,,,,,,,,,,,1,1,4,1,5,99,,,,,,,,,2,2,2,1,2,2,97,,,1,2,1,2,2,1,1,,,,,,,4,,,1,4,19,5,4,33,3303807,3,3,4,183043598,13900982400
1,60,5,3,6,1,1,2,2,4,5,5,5,5,5,5,5,5,,,,,,,,,,,1,4,,,,,1,2,3,4,5,6,12,,,,,,,1,3,99,4,3,2,1,2,3,4,5,6,7,8,3,,,,,,,,,1,,,,,1,2,3,4,5,6,7,97,,,,,,,,,,,2,3,5,1,2,1,2,3,4,5,6,7,8,9,2,1,1,1,2,2,97,,,1,1,1,98,98,2,1,3,4,5,7,,,4,,,1,3,2,6,6,33,3303807,3,3,4,183043599,13900982400
2,37,3,1,14,2,2,1,3,1,5,5,1,5,5,2,5,5,,,,,,,,,,,1,4,5,,,,1,3,4,,,,,,,,,,,1,97,,1,4,2,1,2,3,4,5,6,7,8,2,4,,,,,,,3,,3,,,,1,2,3,4,5,6,7,1,2,5,,,2,10,,,,,1,1,1,5,1,97,,,,,,,,,2,2,2,2,2,2,97,,,1,2,2,2,2,2,1,2,3,4,5,6,7,3,,,1,1,15,98,5,33,3303807,3,3,4,183043600,13900982400
2,38,3,3,11,4,1,3,3,1,4,2,1,99,99,1,2,2,,,,,,,,,,,2,4,5,,,,1,2,3,4,6,7,13,,,,,,,1,4,7,1,4,2,1,2,5,,,,,,2,3,,,,,,,2,1,,,,,1,2,3,5,6,7,,3,4,,,,5,,,,,,1,1,1,5,1,99,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,1,2,3,4,5,6,7,4,,,1,4,12,4,4,33,3303807,3,3,4,183043601,13900982400
2,62,5,1,15,1,2,3,3,1,5,2,1,5,99,1,2,2,,,,,,,,,,,1,2,3,4,5,6,1,2,3,4,5,6,7,8,9,10,11,12,13,1,4,3,1,3,2,1,2,3,4,5,6,7,8,3,4,,,,,,,,3,3,,,,1,2,3,4,5,6,7,2,3,4,5,,3,,,,,,1,1,1,5,1,8,,,,,,,,,1,1,1,1,2,2,97,,,1,2,2,1,1,1,3,,,,,,,4,,,3,4,15,4,4,33,3303807,3,3,4,183043602,13900982400
1,49,4,1,12,2,2,2,3,1,4,4,1,5,99,2,2,2,,,,,,,,,,,1,4,5,,,,1,2,3,4,5,6,7,11,12,13,,,,1,4,3,1,4,2,1,2,3,4,5,7,8,,3,4,,,,,,,,3,3,,,,1,2,3,4,5,6,7,1,2,5,,,2,10,,,,,1,1,1,5,1,97,,,,,,,,,1,1,1,1,2,2,97,,,1,2,2,2,98,2,1,2,3,7,,,,4,,,1,4,19,4,4,33,3303807,3,3,4,183043603,13900982400
2,24,1,1,15,1,2,2,3,1,5,5,4,99,5,1,5,5,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,1,8,7,1,4,2,3,4,7,,,,,,1,2,3,4,,,,2,2,2,2,,,,1,2,3,4,5,6,7,97,,,,,,,,,,,1,1,1,2,1,1,,,,,,,,,2,2,2,2,2,2,97,,,1,2,2,2,2,1,2,,,,,,,4,,,1,4,1,98,2,35,3550308,3,1,7,183043620,13900982400
2,31,2,3,14,1,2,2,1,2,5,5,5,1,5,5,5,5,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,1,3,6,5,4,2,4,,,,,,,,2,,,,,,,,3,,,,,,3,,,,,,,2,,,,,99,,,,,,1,1,1,4,1,97,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,2,98,2,7,,,,,,,1,,,99,4,18,98,5,35,3550308,3,1,7,183043653,13900982400
1,43,3,1,16,1,1,1,3,2,5,2,1,5,99,1,2,5,,,,,,,,,,,5,,,,,,2,5,,,,,,,,,,,,7,1,9,4,3,2,3,7,8,,,,,,1,2,,,,,,1,1,,,,,,1,2,3,,,,,97,,,,,,,,,,,5,2,5,2,5,3,6,7,,,,,,,2,2,2,1,2,2,97,,,1,2,2,1,2,1,4,,,,,,,3,,,1,3,1,3,3,35,3549904,3,3,7,183043694,13900982400
1,30,2,2,8,2,2,2,2,1,5,5,5,5,99,5,5,5,,,,,,,,,,,3,,,,,,8,,,,,,,,,,,,,1,2,4,5,2,2,8,,,,,,,,3,,,,,,,,,2,,,,,2,4,,,,,,97,,,,,,,,,,,5,1,1,5,1,7,,,,,,,,,1,1,1,1,1,1,97,,,2,1,1,1,1,2,6,,,,,,,4,,,1,1,20,6,4,52,5208004,5,3,5,183043698,13900982400
2,35,3,3,16,3,3,4,2,1,1,2,2,1,5,2,1,4,5,,,,,,,,,,3,4,,,,,6,,,,,,,,,,,,,1,3,2,1,4,2,4,,,,,,,,2,,,,,,,,2,,,,,,4,,,,,,,5,,,,,2,8,,,,,1,1,1,1,1,6,,,,,,,,,1,1,1,1,2,1,97,,,1,2,1,1,2,2,3,,,,,,,4,,,3,3,12,5,4,51,5100201,5,3,4,183043838,13900982400
1,24,1,3,11,2,2,2,1,1,5,5,1,5,2,2,2,2,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,1,8,3,1,4,2,1,,,,,,,,2,,,,,,,,1,,,,,,1,,,,,,,1,,,,,97,,,,,,1,1,1,1,1,7,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,1,,,,,,,3,,,1,1,1,4,4,31,3131307,3,3,6,183044099,13900982400
1,44,3,2,8,2,2,2,1,1,1,5,1,5,2,1,5,5,2,,,,,,,,,,5,,,,,,1,2,3,4,,,,,,,,,,1,3,8,2,4,2,1,4,,,,,,,2,3,,,,,,,3,3,,,,,2,,,,,,,97,,,,,,,,,,,4,1,2,4,4,3,6,,,,,,,,1,1,1,2,1,1,97,,,1,1,1,1,1,2,1,2,,,,,,2,,,1,3,1,6,5,43,4318002,4,3,5,183044103,13900982400
1,57,4,1,16,97,99,2,3,5,5,5,1,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,3,1,8,1,1,2,1,4,7,,,,,,2,3,4,,,,,,99,99,99,,,,3,,,,,,,1,3,,,,1,,,,,,5,5,2,2,5,97,,,,,,,,,2,2,2,2,2,2,97,,,1,1,1,1,2,1,5,7,,,,,,4,,,1,3,1,3,3,41,4107900,4,3,2,183044104,13900982400
2,43,3,1,16,2,1,1,1,1,5,5,1,5,5,5,2,5,,,,,,,,,,,1,2,5,,,,1,4,13,,,,,,,,,,,8,3,1,2,4,2,1,2,3,,,,,,2,3,,,,,,,2,2,,,,,1,2,5,,,,,4,,,,,2,,,,,,2,2,2,2,1,1,6,8,,,,,,,2,2,1,1,2,2,97,,,1,2,2,1,1,1,1,6,7,,,,,4,,,1,3,11,99,99,43,4302105,4,3,6,183044125,13900982400
2,25,2,1,16,2,2,2,1,2,5,5,5,5,5,5,2,5,,,,,,,,,,,1,2,3,,,,1,5,6,,,,,,,,,,,8,3,1,1,3,1,2,5,8,,,,,,1,2,3,,,,,1,1,1,,,,,1,2,5,,,,,4,,,,,9,,,,,,2,2,2,4,2,1,2,8,,,,,,,1,2,1,1,2,2,97,,,1,1,1,1,1,1,1,2,7,,,,,4,,,1,3,1,98,99,43,4302105,4,3,6,183044126,13900982400
1,33,2,3,14,7,2,2,3,2,4,5,1,5,5,2,5,5,,,,,,,,,,,2,3,4,,,,1,5,12,,,,,,,,,,,1,3,7,2,4,2,1,3,4,,,,,,2,3,4,,,,,,2,1,2,,,,1,2,5,,,,,4,5,,,,2,10,,,,,5,5,5,1,4,3,,,,,,,,,2,2,2,1,2,2,97,,,1,1,98,1,1,1,2,5,7,,,,,3,,,1,3,20,99,99,43,4302105,4,3,6,183044127,13900982400
2,31,2,1,14,5,1,2,1,2,5,5,1,5,4,1,2,1,,,,,,,,,,,1,4,5,,,,1,2,13,,,,,,,,,,,1,8,3,99,4,2,2,4,5,,,,,,2,3,4,,,,,,2,2,2,,,,1,7,,,,,,4,,,,,1,,,,,,1,1,1,5,1,6,,,,,,,,,1,2,1,1,2,2,97,,,1,2,2,2,2,1,4,5,7,,,,,4,,,1,3,11,5,3,43,4302105,4,3,6,183044128,13900982400
1,24,1,1,11,1,2,2,1,1,5,5,5,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,2,3,1,4,2,5,,,,,,,,1,,,,,,,2,,,,,,,2,,,,,,,97,,,,,,,,,,,1,1,1,5,1,2,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,1,2,,,,,,,4,,,1,3,1,99,99,43,4302105,4,3,6,183044129,13900982400
1,62,5,1,7,99,99,2,3,3,5,5,5,5,5,5,5,5,,,,,,,,,,,99,,,,,,99,,,,,,,,,,,,,1,99,,99,99,2,99,,,,,,,,99,,,,,,,,,,,,,,99,,,,,,,97,,,,,,,,,,,1,1,2,5,3,99,,,,,,,,,2,2,2,2,2,2,97,,,1,1,1,1,1,2,99,,,,,,,2,3,,6,99,99,99,99,43,4302105,4,3,6,183044130,13900982400
2,35,3,1,14,2,2,2,3,2,5,5,2,5,5,4,5,5,,,,,,,,,,,5,,,,,,1,4,5,,,,,,,,,,,3,8,1,99,4,2,6,,,,,,,,2,3,4,,,,,,1,1,1,,,,1,,,,,,,2,,,,,10,,,,,,2,2,5,1,1,1,8,9,,,,,,,2,2,1,1,2,2,97,,,1,1,1,1,1,1,1,7,,,,,,2,3,,1,3,11,99,99,43,4302105,4,3,6,183044131,13900982400
2,45,4,1,7,6,2,2,1,5,5,5,5,5,5,5,5,5,,,,,,,,,,,1,2,5,,,,3,4,12,,,,,,,,,,,1,3,8,5,3,2,2,5,6,,,,,,1,2,6,,,,,2,2,,,,2,,1,6,7,,,,,97,,,,,,,,,,,1,1,1,4,1,2,4,8,,,,,,,2,1,1,1,1,2,97,,,2,1,1,1,1,2,1,2,3,,,,,4,,,6,99,1,6,6,43,4302105,4,3,6,183044132,13900982400
2,36,3,1,14,2,2,2,3,1,5,5,1,5,5,2,1,2,,,,,,,,,,,4,5,6,,,,1,2,5,,,,,,,,,,,1,8,3,1,4,2,1,4,7,,,,,,2,3,4,,,,,,2,1,2,,,,1,2,3,,,,,2,,,,,97,,,,,,1,1,1,2,2,97,,,,,,,,,1,1,1,1,2,2,97,,,1,2,2,2,2,2,1,4,7,,,,,3,,,1,3,10,5,5,31,3112802,3,3,2,183044392,13900982400
2,30,2,1,14,1,1,1,2,1,5,5,1,5,5,2,2,5,,,,,,,,,,,1,3,6,,,,1,2,4,,,,,,,,,,,1,3,8,1,4,2,1,3,5,,,,,,2,3,,,,,,,1,1,,,,,1,2,3,,,,,97,,,,,,,,,,,5,1,1,5,1,1,4,6,,,,,,,1,1,1,1,1,2,97,,,1,2,2,1,1,1,1,3,7,,,,,4,,,1,1,1,5,3,31,3112802,3,3,2,183044393,13900982400
2,24,1,3,15,6,1,2,1,2,5,5,5,5,5,5,5,5,,,,,,,,,,,1,2,3,4,5,6,1,,,,,,,,,,,,,1,3,2,1,4,2,1,8,,,,,,,1,2,3,4,5,6,7,2,2,2,2,2,2,2,1,2,3,4,5,6,7,2,,,,,4,,,,,,1,1,1,4,1,97,,,,,,,,,1,1,1,1,1,1,97,,,1,1,2,1,1,2,5,7,,,,,,3,,,1,4,1,6,5,11,1100130,1,3,4,183044545,13900982400
2,34,2,3,16,1,2,3,1,1,1,1,2,1,1,1,2,2,2,7,10,,,,,,,,4,6,,,,,5,,,,,,,,,,,,,1,3,2,1,4,1,2,4,,,,,,,1,2,3,,,,,1,1,1,,,,,1,2,3,5,,,,97,,,,,,,,,,,1,1,1,5,1,4,,,,,,,,,1,1,1,1,1,1,1,,,1,2,1,1,2,1,2,3,,,,,,4,,,1,2,1,5,4,22,2211001,2,1,7,183044557,13900982400
1,23,1,3,14,2,99,2,2,1,1,5,2,99,99,1,5,5,3,,,,,,,,,,1,,,,,,1,2,5,,,,,,,,,,,1,3,2,1,4,2,1,3,5,,,,,,2,3,4,,,,,,2,2,2,,,,1,2,,,,,,2,,,,,1,10,,,,,1,1,1,5,1,8,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,98,98,2,1,2,3,,,,,4,,,1,1,1,98,6,22,2211001,2,1,7,183044558,13900982400
2,43,3,3,16,2,3,3,2,1,1,1,1,1,1,1,1,1,3,4,7,,,,,,,,2,,,,,,3,12,,,,,,,,,,,,3,4,1,1,4,1,6,8,,,,,,,1,2,3,,,,,1,1,1,,,,,6,7,,,,,,2,,,,,1,3,,,,,1,1,1,4,1,8,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,1,1,3,,,,,,4,,,1,2,1,6,6,22,2211001,2,1,7,183044559,13900982400
1,42,3,1,11,1,2,2,1,1,5,5,5,5,99,5,5,5,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,99,,1,3,2,1,4,,,,,,,1,2,,,,,,1,2,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,1,1,97,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,99,,,,,,,4,,,1,3,1,5,4,41,4110102,4,3,4,183044594,13900982400
2,31,2,3,15,1,2,2,1,1,5,1,1,99,4,1,2,5,,,,,,,,,,,1,5,,,,,1,2,3,13,,,,,,,,,,1,4,8,1,3,2,4,8,,,,,,,1,2,3,4,5,,,1,1,1,2,2,,,1,2,3,4,5,,,2,,,,,10,,,,,,1,1,2,1,1,8,,,,,,,,,1,2,1,1,2,2,97,,,1,1,2,1,1,2,1,6,,,,,,4,,,1,3,12,98,4,52,5208004,5,3,5,183044618,13900982400
